estimation,reviewCount,위도,경도
4.8,110.0,37.524399,127.050457
4.8,131.0,37.523807,127.026492
4.8,75.0,37.523807,127.026492
4.8,36.0,37.517302,127.104967
4.8,21.0,37.547431,126.922946
4.8,41.0,37.512792,127.053085
4.8,58.0,37.501711,127.057851
4.8,39.0,37.553838,126.918765
4.8,51.0,37.55845,126.977464
4.8,73.0,37.568174,126.976805
4.8,56.0,37.537541,127.005165
4.8,46.0,37.523807,127.026492
4.8,49.0,37.5367,126.992151
4.8,35.0,37.547431,126.922946
4.8,41.0,37.580141,126.970127
4.8,47.0,37.571886,126.980676
4.8,35.0,37.571886,126.980676
4.8,23.0,37.541123,127.056125
4.8,31.0,37.608442,127.008288
4.7,88.0,37.513093,127.031353
4.7,193.0,37.553838,126.918765
4.7,223.0,37.502816,127.010493
4.7,55.0,37.580122,126.981424
4.7,90.0,37.523807,127.026492
4.7,18.0,37.531715,126.970242
4.7,110.0,37.531715,126.970242
4.7,83.0,37.553838,126.918765
4.7,55.0,37.548092,126.954994
4.7,81.0,37.572558,126.988732
4.7,108.0,37.55991,127.00256
4.7,86.0,37.523807,127.026492
4.7,70.0,37.523807,127.026492
4.7,28.0,37.544184,126.98511
4.7,17.0,37.524399,127.050457
4.7,72.0,37.563027,126.921519
4.7,61.0,37.541123,127.056125
4.7,43.0,37.563027,126.921519
4.7,30.0,37.488514,127.016222
4.7,67.0,37.563027,126.921519
4.7,33.0,37.540788,127.020624
4.7,66.0,37.513093,127.031353
4.7,43.0,37.534384,126.973765
4.7,79.0,37.54325,127.073393
4.7,30.0,37.50273,127.102497
4.7,24.0,37.523807,127.026492
4.7,31.0,37.597248,126.992899
4.7,8.0,37.513093,127.031353
4.7,39.0,37.563027,126.921519
4.7,13.0,37.570748,126.87984
4.7,67.0,37.483974,126.974999
4.7,16.0,37.577668,126.980593
4.7,45.0,37.542865,126.973353
4.7,27.0,37.563027,126.921519
4.7,13.0,37.537541,127.005165
4.7,28.0,37.547027,126.909029
4.7,16.0,37.531715,126.970242
4.7,25.0,37.541123,127.056125
4.7,37.0,37.570618,126.998135
4.7,20.0,37.547027,126.909029
4.7,18.0,37.571987,126.932812
4.7,8.0,37.524399,127.050457
4.7,6.0,37.551535,126.974137
4.6,157.0,37.524399,127.050457
4.6,334.0,37.513093,127.031353
4.6,107.0,37.557439,126.980748
4.6,97.0,37.513093,127.031353
4.6,85.0,37.537541,127.005165
4.6,182.0,37.488514,127.016222
4.6,75.0,37.570479,126.980434
4.6,62.0,37.502816,127.010493
4.6,189.0,37.537541,127.005165
4.6,152.0,37.523807,127.026492
4.6,133.0,37.523807,127.026492
4.6,149.0,37.501711,127.057851
4.6,69.0,37.523807,127.026492
4.6,278.0,37.500335,127.037596
4.6,47.0,37.577076,126.968848
4.6,129.0,37.547027,126.909029
4.6,170.0,37.556408,126.967319
4.6,97.0,37.524399,127.050457
4.6,108.0,37.551535,126.974137
4.6,115.0,37.523807,127.026492
4.6,51.0,37.482717,126.949951
4.6,197.0,37.570618,126.998135
4.6,125.0,37.523807,127.026492
4.6,111.0,37.506058,127.111216
4.6,96.0,37.597248,126.992899
4.6,72.0,37.539977,126.966998
4.6,133.0,37.563027,126.921519
4.6,56.0,37.537541,127.005165
4.6,69.0,37.531715,126.970242
4.6,57.0,37.55662,126.903976
4.6,75.0,37.524399,127.050457
4.6,51.0,37.523807,127.026492
4.6,163.0,37.573113,126.971819
4.6,67.0,37.515102,127.009083
4.6,32.0,37.580363,126.972065
4.6,59.0,37.523807,127.026492
4.6,113.0,37.569182,126.986053
4.6,83.0,37.523807,127.026492
4.6,53.0,37.541123,127.056125
4.6,39.0,37.55765,126.925663
4.6,133.0,37.558584,126.934113
4.6,38.0,37.513093,127.031353
4.6,63.0,37.541123,127.056125
4.6,91.0,37.553838,126.918765
4.6,121.0,37.496486,127.126006
4.6,11.0,37.531715,126.970242
4.6,80.0,37.523807,127.026492
4.6,16.0,37.530734,127.028461
4.6,44.0,37.553838,126.918765
4.6,28.0,37.557913,127.013655
4.6,28.0,37.524399,127.050457
4.6,38.0,37.513093,127.031353
4.6,38.0,37.563027,126.921519
4.6,25.0,37.524399,127.050457
4.6,129.0,37.524659,126.963299
4.6,47.0,37.563897,127.033258
4.6,17.0,37.513093,127.031353
4.6,38.0,37.524371,126.925958
4.6,34.0,37.5367,126.992151
4.6,23.0,37.547027,126.909029
4.6,50.0,37.55765,126.925663
4.6,28.0,37.541123,127.056125
4.6,55.0,37.544184,126.98511
4.6,81.0,37.5367,126.992151
4.6,76.0,37.55662,126.903976
4.6,17.0,37.537541,127.005165
4.6,45.0,37.571987,126.932812
4.6,14.0,37.524399,127.050457
4.6,18.0,37.524399,127.050457
4.6,36.0,37.486509,127.040738
4.6,32.0,37.523807,127.026492
4.6,16.0,37.506058,127.111216
4.6,62.0,37.581654,127.005083
4.6,33.0,37.5367,126.992151
4.6,11.0,37.581321,126.987016
4.6,44.0,37.482717,126.949951
4.6,42.0,37.557913,127.013655
4.6,50.0,37.571987,126.932812
4.6,17.0,37.528887,126.898848
4.6,15.0,37.537541,127.005165
4.6,10.0,37.524371,126.925958
4.6,12.0,37.524371,126.925958
4.6,28.0,37.496486,127.126006
4.6,57.0,37.463204,126.935795
4.6,12.0,37.523807,127.026492
4.6,44.0,37.570618,126.998135
4.6,31.0,37.492678,126.917721
4.6,27.0,37.581321,126.987016
4.6,27.0,37.541123,127.056125
4.6,24.0,37.537541,127.005165
4.6,26.0,37.571987,126.932812
4.6,29.0,37.557439,126.980748
4.6,37.0,37.582225,127.000008
4.6,45.0,37.5625,126.978056
4.6,26.0,37.517302,127.104967
4.6,36.0,37.488514,127.016222
4.6,15.0,37.506967,127.083673
4.6,10.0,37.543407,126.968276
4.6,10.0,37.574729,127.012062
4.6,6.0,37.484677,126.989955
4.6,18.0,37.541123,127.056125
4.6,12.0,37.566092,126.830395
4.6,11.0,37.484677,126.989955
4.6,9.0,37.523807,127.026492
4.6,7.0,37.569182,126.986053
4.6,27.0,37.534384,126.973765
4.6,28.0,37.463204,126.935795
4.6,11.0,37.524133,126.961987
4.6,6.0,37.500335,127.037596
4.6,4.0,37.563027,126.921519
4.6,4.0,37.484677,126.989955
4.6,8.0,37.537541,127.005165
4.6,12.0,37.558584,126.934113
4.6,9.0,37.563027,126.921519
4.6,5.0,37.512792,127.053085
4.6,9.0,37.53414,126.956862
4.6,8.0,37.544184,126.98511
4.6,7.0,37.572859,127.003417
4.6,8.0,37.512792,127.053085
4.6,6.0,37.547431,126.922946
4.5,530.0,37.547027,126.909029
4.5,172.0,37.524399,127.050457
4.5,478.0,37.568136,126.999252
4.5,273.0,37.553838,126.918765
4.5,387.0,37.5367,126.992151
4.5,91.0,37.523807,127.026492
4.5,261.0,37.544661,127.046772
4.5,196.0,37.550966,126.929835
4.5,239.0,37.55662,126.903976
4.5,146.0,37.512792,127.053085
4.5,146.0,37.502816,127.010493
4.5,175.0,37.523807,127.026492
4.5,227.0,37.523807,127.026492
4.5,96.0,37.523807,127.026492
4.5,116.0,37.5367,126.992151
4.5,171.0,37.55991,127.00256
4.5,157.0,37.534692,127.074327
4.5,218.0,37.512792,127.053085
4.5,105.0,37.506058,127.111216
4.5,161.0,37.5367,126.992151
4.5,139.0,37.523807,127.026492
4.5,259.0,37.55662,126.903976
4.5,89.0,37.488514,127.016222
4.5,90.0,37.541123,127.056125
4.5,190.0,37.523807,127.026492
4.5,73.0,37.534692,127.074327
4.5,84.0,37.547027,126.909029
4.5,132.0,37.544184,126.98511
4.5,73.0,37.572572,127.006996
4.5,158.0,37.576328,127.034621
4.5,39.0,37.537541,127.005165
4.5,133.0,37.512792,127.053085
4.5,81.0,37.542865,126.973353
4.5,93.0,37.482717,126.949951
4.5,127.0,37.553838,126.918765
4.5,32.0,37.523807,127.026492
4.5,78.0,37.571987,126.932812
4.5,67.0,37.564079,126.980046
4.5,112.0,37.482717,126.949951
4.5,172.0,37.534373,126.903445
4.5,84.0,37.573994,126.981139
4.5,153.0,37.574082,126.989819
4.5,24.0,37.523807,127.026492
4.5,76.0,37.523807,127.026492
4.5,153.0,37.566438,126.945199
4.5,132.0,37.564135,126.984148
4.5,114.0,37.55662,126.903976
4.5,95.0,37.594768,126.965574
4.5,158.0,37.559076,127.035869
4.5,121.0,37.537541,127.005165
4.5,80.0,37.486509,127.040738
4.5,32.0,37.512792,127.053085
4.5,140.0,37.500335,127.037596
4.5,20.0,37.523807,127.026492
4.5,18.0,37.484677,126.989955
4.5,42.0,37.512792,127.053085
4.5,39.0,37.513093,127.031353
4.5,20.0,37.5692,126.990527
4.5,66.0,37.571429,126.97457
4.5,63.0,37.541123,127.056125
4.5,99.0,37.553838,126.918765
4.5,18.0,37.488514,127.016222
4.5,85.0,37.565194,127.005069
4.5,52.0,37.544661,127.046772
4.5,116.0,37.506058,127.111216
4.5,76.0,37.593733,127.051434
4.5,20.0,37.537541,127.005165
4.5,96.0,37.482717,126.949951
4.5,107.0,37.570479,126.980434
4.5,101.0,37.58825,127.015789
4.5,15.0,37.541123,127.056125
4.5,109.0,37.571692,126.982996
4.5,67.0,37.563027,126.921519
4.5,47.0,37.544661,127.046772
4.5,55.0,37.547431,126.922946
4.5,23.0,37.534692,127.074327
4.5,57.0,37.488514,127.016222
4.5,39.0,37.5367,126.992151
4.5,28.0,37.474839,127.041717
4.5,118.0,37.582225,127.000008
4.5,33.0,37.512017,127.116902
4.5,58.0,37.557913,127.013655
4.5,27.0,37.564079,126.980046
4.5,34.0,37.542865,126.973353
4.5,97.0,37.577515,126.983939
4.5,14.0,37.580122,126.981424
4.5,56.0,37.563027,126.921519
4.5,55.0,37.547027,126.909029
4.5,47.0,37.512792,127.053085
4.5,46.0,37.563027,126.921519
4.5,34.0,37.539977,126.966998
4.5,56.0,37.544661,127.046772
4.5,51.0,37.541502,126.940443
4.5,37.0,37.488514,127.016222
4.5,49.0,37.563027,126.921519
4.5,45.0,37.578363,126.985575
4.5,21.0,37.512792,127.053085
4.5,56.0,37.582416,126.97167
4.5,11.0,37.500335,127.037596
4.5,52.0,37.510162,126.940418
4.5,13.0,37.588696,127.008412
4.5,35.0,37.539758,126.950007
4.5,29.0,37.513093,127.031353
4.5,26.0,37.547027,126.909029
4.5,15.0,37.488514,127.016222
4.5,43.0,37.566868,127.00631
4.5,14.0,37.537541,127.005165
4.5,13.0,37.537541,127.005165
4.5,22.0,37.513093,127.031353
4.5,8.0,37.544661,127.046772
4.5,13.0,37.524399,127.050457
4.5,10.0,37.502816,127.010493
4.5,31.0,37.486509,127.040738
4.5,19.0,37.577538,126.922311
4.5,22.0,37.547027,126.909029
4.5,23.0,37.54325,127.073393
4.5,10.0,37.500335,127.037596
4.5,6.0,37.570749,127.068233
4.5,18.0,37.488514,127.016222
4.5,20.0,37.55662,126.903976
4.5,16.0,37.554474,126.956308
4.5,18.0,37.500335,127.037596
4.5,10.0,37.523807,127.026492
4.5,27.0,37.553838,126.918765
4.5,20.0,37.543676,127.131748
4.5,8.0,37.563027,126.921519
4.5,29.0,37.502816,127.010493
4.5,12.0,37.569182,126.986053
4.5,12.0,37.571987,126.932812
4.5,5.0,37.531715,126.970242
4.5,8.0,37.563027,126.921519
4.3,10.0,37.531715,126.970242
4.5,8.0,37.484677,126.989955
4.5,7.0,37.544661,127.046772
4.5,6.0,37.544661,127.046772
4.5,4.0,37.5367,126.992151
4.5,10.0,37.509105,126.900533
4.5,4.0,37.500335,127.037596
4.4,342.0,37.512792,127.053085
4.4,153.0,37.523807,127.026492
4.4,281.0,37.506058,127.111216
4.4,160.0,37.500335,127.037596
4.4,204.0,37.557913,127.013655
4.4,295.0,37.500335,127.037596
4.4,249.0,37.553838,126.918765
4.4,245.0,37.506058,127.111216
4.4,257.0,37.523807,127.026492
4.4,230.0,37.523807,127.026492
4.4,318.0,37.501711,127.057851
4.4,135.0,37.512792,127.053085
4.4,75.0,37.524399,127.050457
4.4,151.0,37.523807,127.026492
4.4,459.0,37.544184,126.98511
4.4,52.0,37.524371,126.925958
4.4,326.0,37.567709,126.993042
4.4,160.0,37.544661,127.046772
4.4,305.0,37.523807,127.026492
4.4,56.0,37.55991,127.00256
4.4,164.0,37.512792,127.053085
4.4,47.0,37.500335,127.037596
4.4,187.0,37.5367,126.992151
4.4,180.0,37.488514,127.016222
4.4,85.0,37.581654,127.005083
4.4,167.0,37.581321,126.987016
4.4,168.0,37.482717,126.949951
4.4,47.0,37.563334,126.976861
4.4,156.0,37.547027,126.909029
4.4,55.0,37.512017,127.116902
4.4,221.0,37.5367,126.992151
4.4,121.0,37.513093,127.031353
4.3,209.0,37.571886,126.980676
4.4,162.0,37.537541,127.005165
4.4,264.0,37.5367,126.992151
4.4,150.0,37.500335,127.037596
4.4,147.0,37.553838,126.918765
4.4,48.0,37.563027,126.921519
4.4,112.0,37.466629,127.021892
4.4,187.0,37.5367,126.992151
4.4,200.0,37.547027,126.909029
4.4,156.0,37.55991,127.00256
4.4,38.0,37.524399,127.050457
4.4,197.0,37.575204,127.026023
4.4,155.0,37.484677,126.989955
4.4,118.0,37.523807,127.026492
4.4,209.0,37.581654,127.005083
4.4,156.0,37.5367,126.992151
4.4,106.0,37.571987,126.932812
4.4,132.0,37.553838,126.918765
4.4,114.0,37.55662,126.903976
4.4,120.0,37.55662,126.903976
4.4,85.0,37.500335,127.037596
4.4,85.0,37.512017,127.116902
4.4,202.0,37.500335,127.037596
4.4,122.0,37.573113,126.971819
4.4,94.0,37.541123,127.056125
4.4,206.0,37.501711,127.057851
4.4,85.0,37.541123,127.056125
4.4,131.0,37.534692,127.074327
4.4,19.0,37.488514,127.016222
4.4,100.0,37.547027,126.909029
4.4,40.0,37.524399,127.050457
4.4,128.0,37.482717,126.949951
4.4,190.0,37.547027,126.909029
4.4,108.0,37.544661,127.046772
4.5,78.0,37.547027,126.909029
4.4,21.0,37.501711,127.057851
4.4,157.0,37.563027,126.921519
4.4,31.0,37.512792,127.053085
4.4,255.0,37.501711,127.057851
4.4,17.0,37.587111,126.969069
4.4,82.0,37.564135,126.984148
4.4,14.0,37.523807,127.026492
4.4,56.0,37.580478,126.965838
4.4,124.0,37.541502,126.940443
4.4,65.0,37.581654,127.005083
4.4,90.0,37.544655,127.089493
4.4,57.0,37.524399,127.050457
4.4,104.0,37.559076,127.035869
4.4,55.0,37.517302,127.104967
4.4,90.0,37.580141,126.970127
4.4,39.0,37.537541,127.005165
4.4,56.0,37.502816,127.010493
4.4,84.0,37.540788,127.020624
4.4,135.0,37.55662,126.903976
4.4,28.0,37.537541,127.005165
4.4,103.0,37.523807,127.026492
4.4,19.0,37.524399,127.050457
4.4,194.0,37.513093,127.031353
4.4,38.0,37.537541,127.005165
4.4,67.0,37.563027,126.921519
4.4,154.0,37.5625,126.978056
4.4,144.0,37.534692,127.074327
4.4,36.0,37.597176,127.033894
4.4,114.0,37.558842,126.96632
4.4,117.0,37.582225,127.000008
4.4,97.0,37.502816,127.010493
4.4,33.0,37.484677,126.989955
4.4,181.0,37.570618,126.998135
4.4,189.0,37.506967,127.083673
4.4,106.0,37.577076,126.968848
4.4,32.0,37.566792,127.016839
4.4,59.0,37.541123,127.056125
4.4,47.0,37.513093,127.031353
4.4,133.0,37.567577,126.981026
4.4,40.0,37.502816,127.010493
4.4,93.0,37.51329,126.893779
4.4,78.0,37.539977,126.966998
4.4,62.0,37.553838,126.918765
4.4,97.0,37.568174,126.976805
4.4,44.0,37.557913,127.013655
4.4,147.0,37.512792,127.053085
4.4,23.0,37.537541,127.005165
4.4,23.0,37.592677,126.920257
4.4,35.0,37.557913,127.013655
4.4,60.0,37.501901,127.091876
4.4,20.0,37.523807,127.026492
4.4,108.0,37.482717,126.949951
4.4,89.0,37.544661,127.046772
4.4,37.0,37.563027,126.921519
4.4,130.0,37.576328,127.034621
4.4,25.0,37.524399,127.050457
4.4,27.0,37.524399,127.050457
4.4,86.0,37.55662,126.903976
4.4,125.0,37.523807,127.026492
4.4,93.0,37.500335,127.037596
4.4,23.0,37.506967,127.083673
4.4,14.0,37.547027,126.909029
4.4,54.0,37.501711,127.057851
4.4,34.0,37.541502,126.940443
4.4,20.0,37.474839,127.041717
4.4,88.0,37.537541,127.005165
4.4,38.0,37.550578,127.081722
4.4,29.0,37.512017,127.116902
4.4,28.0,37.539758,126.950007
4.4,86.0,37.561397,127.007583
4.4,60.0,37.55662,126.903976
4.4,23.0,37.523807,127.026492
4.4,17.0,37.488514,127.016222
4.4,68.0,37.544661,127.046772
4.4,30.0,37.557913,127.013655
4.4,29.0,37.524399,127.050457
4.4,65.0,37.580141,126.970127
4.4,26.0,37.521636,126.857957
4.4,62.0,37.566868,127.00631
4.4,11.0,37.523807,127.026492
4.4,55.0,37.548092,126.954994
4.4,36.0,37.5367,126.992151
4.4,73.0,37.500335,127.037596
4.4,26.0,37.562463,126.995255
4.4,50.0,37.570366,126.973968
4.4,26.0,37.544184,126.98511
4.4,51.0,37.594768,126.965574
4.4,18.0,37.537541,127.005165
4.4,25.0,37.513093,127.031353
4.4,21.0,37.502816,127.010493
4.4,29.0,37.578363,126.985575
4.4,9.0,37.6671,127.072189
4.4,22.0,37.566792,127.016839
4.4,16.0,37.506058,127.111216
4.4,25.0,37.469371,126.901246
4.4,40.0,37.524659,126.963299
4.4,24.0,37.523807,127.026492
4.4,11.0,37.506058,127.111216
4.4,47.0,37.558086,126.944504
4.4,27.0,37.537541,127.005165
4.4,23.0,37.571987,126.932812
4.4,8.0,37.500335,127.037596
