estimation,reviewCount,위도,경도
4.4,49.0,37.541123,127.056125
4.4,12.0,37.542865,126.973353
4.4,25.0,37.506058,127.111216
4.4,18.0,37.55662,126.903976
4.4,33.0,37.553838,126.918765
4.4,20.0,37.488514,127.016222
4.4,9.0,37.523807,127.026492
4.4,48.0,37.488514,127.016222
4.4,26.0,37.523807,127.026492
4.4,15.0,37.523807,127.026492
4.4,13.0,37.539977,126.966998
4.4,21.0,37.502816,127.010493
4.4,37.0,37.534692,127.074327
4.4,6.0,37.524399,127.050457
4.4,13.0,37.553838,126.918765
4.4,37.0,37.531715,126.970242
4.4,12.0,37.544184,126.98511
4.4,33.0,37.554552,126.871764
4.4,14.0,37.544184,126.98511
4.4,17.0,37.539977,126.966998
4.3,14.0,37.5367,126.992151
4.4,45.0,37.523807,127.026492
4.4,15.0,37.543676,127.131748
4.4,12.0,37.5367,126.992151
4.4,26.0,37.563027,126.921519
4.4,20.0,37.486509,127.040738
4.4,39.0,37.512792,127.053085
4.4,20.0,37.483974,126.974999
4.4,16.0,37.557913,127.013655
4.4,12.0,37.513093,127.031353
4.4,15.0,37.587111,126.969069
4.4,41.0,37.523807,127.026492
4.4,9.0,37.523807,127.026492
4.4,12.0,37.524371,126.925958
4.4,13.0,37.560992,126.992264
4.4,35.0,37.5367,126.992151
4.4,12.0,37.506967,127.083673
4.4,24.0,37.577645,126.970877
4.4,27.0,37.500335,127.037596
4.4,8.0,37.523807,127.026492
4.4,22.0,37.523807,127.026492
4.4,20.0,37.513093,127.031353
4.4,11.0,37.557913,127.013655
4.4,9.0,37.663286,127.000508
4.4,9.0,37.663286,127.000508
4.4,44.0,37.563027,126.921519
4.4,14.0,37.488514,127.016222
4.4,6.0,37.593733,127.051434
4.4,28.0,37.571987,126.932812
4.4,17.0,37.567577,126.981026
4.4,15.0,37.518155,126.907998
4.4,29.0,37.488514,127.016222
4.4,12.0,37.571987,126.932812
4.4,11.0,37.561903,126.987942
4.4,7.0,37.547431,126.922946
4.4,6.0,37.524399,127.050457
4.4,44.0,37.5625,126.978056
4.4,9.0,37.520839,126.910094
4.4,23.0,37.524371,126.925958
4.4,15.0,37.501711,127.057851
4.4,10.0,37.564079,126.980046
4.4,12.0,37.501711,127.057851
4.4,8.0,37.583778,127.037226
4.4,24.0,37.54325,127.073393
4.4,18.0,37.54325,127.073393
4.4,16.0,37.544661,127.046772
4.4,22.0,37.500335,127.037596
4.4,17.0,37.523807,127.026492
4.4,15.0,37.506058,127.111216
4.4,12.0,37.544661,127.046772
4.4,5.0,37.512792,127.053085
4.4,8.0,37.523807,127.026492
4.4,15.0,37.550578,127.081722
4.4,22.0,37.567577,126.981026
4.4,4.0,37.574336,126.984857
4.4,25.0,37.534384,126.973765
4.4,22.0,37.575641,126.971177
4.4,7.0,37.571987,126.932812
4.4,27.0,37.524371,126.925958
4.4,17.0,37.524371,126.925958
4.4,15.0,37.541123,127.056125
4.4,7.0,37.541123,127.056125
4.4,29.0,37.510162,126.940418
4.4,8.0,37.526873,127.000917
4.4,26.0,37.571987,126.932812
4.4,12.0,37.506967,127.083673
4.4,13.0,37.524659,126.963299
4.4,6.0,37.535428,126.952396
4.4,13.0,37.557913,127.013655
4.4,7.0,37.513093,127.031353
4.4,25.0,37.510162,126.940418
4.4,14.0,37.506058,127.111216
4.4,7.0,37.541123,127.056125
4.4,8.0,37.484677,126.989955
4.4,4.0,37.502816,127.010493
4.4,11.0,37.608442,127.008288
4.4,10.0,37.512792,127.053085
4.4,7.0,37.541123,127.056125
4.4,6.0,37.547835,127.104695
4.4,13.0,37.488514,127.016222
4.4,9.0,37.562611,126.961351
4.4,8.0,37.500335,127.037596
4.4,11.0,37.539977,126.966998
4.4,5.0,37.537541,127.005165
4.4,13.0,37.563027,126.921519
4.4,9.0,37.55765,126.925663
4.4,14.0,37.512792,127.053085
4.4,14.0,37.553838,126.918765
4.4,10.0,37.570366,126.973968
4.4,22.0,37.558584,126.934113
4.4,11.0,37.553838,126.918765
4.4,6.0,37.474839,127.041717
4.4,5.0,37.553838,126.918765
4.4,4.0,37.544661,127.046772
4.4,13.0,37.524133,126.961987
4.4,16.0,37.567358,126.989674
4.4,6.0,37.500335,127.037596
4.4,16.0,37.527123,126.97083
4.4,13.0,37.563027,126.921519
4.4,10.0,37.500335,127.037596
4.4,8.0,37.523807,127.026492
4.4,4.0,37.547027,126.909029
4.4,9.0,37.581321,126.987016
4.4,8.0,37.486509,127.040738
4.4,4.0,37.563334,126.976861
4.4,8.0,37.500335,127.037596
4.4,7.0,37.544661,127.046772
4.4,5.0,37.557913,127.013655
4.4,9.0,37.506967,127.083673
4.4,4.0,37.544184,126.98511
4.4,6.0,37.557154,126.974366
4.4,13.0,37.531338,127.129174
4.4,7.0,37.549096,126.947307
4.4,5.0,37.474839,127.041717
4.4,8.0,37.486509,127.040738
4.4,6.0,37.5367,126.992151
4.4,10.0,37.570748,126.87984
4.4,9.0,37.567577,126.981026
4.4,6.0,37.563027,126.921519
4.4,5.0,37.500335,127.037596
4.4,8.0,37.544184,126.98511
4.4,7.0,37.501711,127.057851
4.4,10.0,37.546067,126.967745
4.4,7.0,37.502889,126.950645
4.4,8.0,37.582882,126.980836
4.4,4.0,37.506058,127.111216
4.4,6.0,37.590091,127.020053
4.4,8.0,37.563075,126.974142
4.4,5.0,37.543676,127.131748
4.4,4.0,37.534384,126.973765
4.4,7.0,37.463204,126.935795
4.4,5.0,37.561279,126.98343
4.3,205.0,37.524399,127.050457
4.3,238.0,37.484677,126.989955
4.3,343.0,37.539758,126.950007
4.3,323.0,37.547027,126.909029
4.3,432.0,37.537541,127.005165
4.3,381.0,37.501711,127.057851
4.3,185.0,37.547027,126.909029
4.3,157.0,37.534384,126.973765
4.3,192.0,37.55765,126.925663
4.3,117.0,37.571987,126.932812
4.3,376.0,37.549096,126.947307
4.3,295.0,37.547027,126.909029
4.3,315.0,37.5367,126.992151
4.3,233.0,37.537541,127.005165
4.3,256.0,37.578363,126.985575
4.3,301.0,37.523807,127.026492
4.3,195.0,37.523807,127.026492
4.3,148.0,37.513093,127.031353
4.3,245.0,37.553838,126.918765
4.3,197.0,37.488514,127.016222
4.3,95.0,37.523807,127.026492
4.3,338.0,37.482717,126.949951
4.3,248.0,37.553838,126.918765
4.3,171.0,37.501711,127.057851
4.3,68.0,37.502816,127.010493
4.3,111.0,37.523807,127.026492
4.3,62.0,37.523807,127.026492
4.3,225.0,37.550966,126.929835
4.3,66.0,37.524399,127.050457
4.3,197.0,37.553038,127.073657
4.3,297.0,37.558086,126.944504
4.3,232.0,37.500335,127.037596
4.3,46.0,37.513093,127.031353
4.3,51.0,37.564079,126.980046
4.3,209.0,37.577645,126.970877
4.3,241.0,37.488514,127.016222
4.3,205.0,37.524371,126.925958
4.3,28.0,37.524619,126.90667
4.3,151.0,37.512792,127.053085
4.3,83.0,37.501711,127.057851
4.3,273.0,37.544184,126.98511
4.3,263.0,37.559069,126.997152
4.3,232.0,37.488514,127.016222
4.3,71.0,37.575619,126.991498
4.3,126.0,37.5367,126.992151
4.3,134.0,37.537541,127.005165
4.3,69.0,37.496486,127.126006
4.3,124.0,37.558584,126.934113
4.3,30.0,37.557439,126.980748
4.3,209.0,37.562676,126.991874
4.3,163.0,37.512017,127.116902
4.3,125.0,37.513093,127.031353
4.3,30.0,37.523807,127.026492
4.3,52.0,37.571429,126.97457
4.3,102.0,37.506058,127.111216
4.3,100.0,37.544184,126.98511
4.3,167.0,37.523807,127.026492
4.3,76.0,37.537541,127.005165
4.3,130.0,37.506058,127.111216
4.3,146.0,37.550578,127.081722
4.3,53.0,37.544184,126.98511
4.3,28.0,37.523807,127.026492
4.3,160.0,37.524659,126.963299
4.3,120.0,37.537541,127.005165
4.3,31.0,37.553838,126.918765
4.3,84.0,37.563027,126.921519
4.3,184.0,37.558584,126.934113
4.3,96.0,37.553838,126.918765
4.3,153.0,37.515102,127.009083
4.3,106.0,37.524399,127.050457
4.3,92.0,37.547027,126.909029
4.3,77.0,37.488514,127.016222
4.3,63.0,37.523807,127.026492
4.3,55.0,37.542865,126.973353
4.3,94.0,37.56378,126.995779
4.3,109.0,37.506058,127.111216
4.3,50.0,37.540788,127.020624
4.3,108.0,37.516929,126.897249
4.3,34.0,37.524371,126.925958
4.3,115.0,37.500335,127.037596
4.3,121.0,37.558584,126.934113
4.3,275.0,37.590758,126.980996
4.3,115.0,37.523807,127.026492
4.3,29.0,37.604582,126.914611
4.3,25.0,37.502816,127.010493
4.3,23.0,37.501901,127.091876
4.3,163.0,37.553838,126.918765
4.3,41.0,37.523807,127.026492
4.3,128.0,37.566905,126.972078
4.3,104.0,37.56288,126.984505
4.3,114.0,37.537079,126.89626
4.3,104.0,37.520839,126.910094
4.3,101.0,37.528148,126.889731
4.3,111.0,37.482717,126.949951
4.3,121.0,37.517981,126.903506
4.3,47.0,37.564079,126.980046
4.3,168.0,37.563027,126.921519
4.3,271.0,37.586083,127.029493
4.3,39.0,37.502816,127.010493
4.3,177.0,37.502816,127.010493
4.3,35.0,37.523807,127.026492
4.3,69.0,37.553838,126.918765
4.3,32.0,37.571429,126.97457
4.3,195.0,37.537541,127.005165
4.3,63.0,37.523807,127.026492
4.3,24.0,37.523807,127.026492
4.3,22.0,37.523807,127.026492
4.3,42.0,37.51329,126.893779
4.3,81.0,37.513093,127.031353
4.3,171.0,37.524371,126.925958
4.3,153.0,37.570618,126.998135
4.3,153.0,37.570618,126.998135
4.3,113.0,37.558584,126.934113
4.3,85.0,37.531338,127.129174
4.3,58.0,37.513093,127.031353
4.3,123.0,37.510162,126.940418
4.3,49.0,37.557913,127.013655
4.3,93.0,37.506058,127.111216
4.3,130.0,37.488514,127.016222
4.3,60.0,37.534692,127.074327
4.3,22.0,37.484677,126.989955
4.3,94.0,37.502816,127.010493
4.3,77.0,37.537541,127.005165
4.3,121.0,37.488514,127.016222
4.3,22.0,37.537541,127.005165
4.3,143.0,37.558086,126.944504
4.3,66.0,37.482704,126.888019
4.3,36.0,37.523807,127.026492
4.3,92.0,37.537541,127.005165
4.3,50.0,37.537541,127.005165
4.3,65.0,37.537541,127.005165
4.3,16.0,37.512792,127.053085
4.3,13.0,37.569883,127.056757
4.3,56.0,37.574082,126.989819
4.3,95.0,37.561903,126.987942
4.3,33.0,37.547468,127.02006
4.3,67.0,37.538358,126.847336
4.3,39.0,37.500335,127.037596
4.3,85.0,37.544661,127.046772
4.3,18.0,37.523807,127.026492
4.3,11.0,37.523807,127.026492
4.3,33.0,37.537541,127.005165
4.3,185.0,37.512792,127.053085
4.3,58.0,37.500335,127.037596
4.3,53.0,37.488514,127.016222
4.3,52.0,37.488514,127.016222
4.3,19.0,37.515102,127.009083
4.3,17.0,37.608265,127.061465
4.3,19.0,37.539977,126.966998
4.3,30.0,37.564226,126.992375
4.3,126.0,37.500335,127.037596
4.3,105.0,37.483974,126.974999
4.3,34.0,37.564079,126.980046
4.3,25.0,37.513093,127.031353
4.3,17.0,37.524399,127.050457
4.3,69.0,37.523807,127.026492
4.3,19.0,37.513093,127.031353
4.3,145.0,37.569182,126.986053
4.3,82.0,37.483974,126.974999
4.3,49.0,37.568174,126.976805
4.3,49.0,37.484677,126.989955
4.3,38.0,37.506058,127.111216
4.3,16.0,37.524399,127.050457
4.3,118.0,37.571429,126.97457
4.3,85.0,37.578363,126.985575
4.3,61.0,37.558584,126.934113
4.3,28.0,37.547027,126.909029
4.3,77.0,37.482717,126.949951
4.3,33.0,37.5367,126.992151
4.3,27.0,37.502816,127.010493
4.3,21.0,37.5367,126.992151
4.3,85.0,37.553838,126.918765
4.3,85.0,37.571987,126.932812
4.3,71.0,37.567577,126.981026
4.3,40.0,37.513093,127.031353
4.3,33.0,37.581321,126.987016
4.3,33.0,37.566092,126.830395
4.3,32.0,37.524399,127.050457
4.3,46.0,37.501711,127.057851
4.3,16.0,37.502816,127.010493
4.3,49.0,37.484677,126.989955
4.3,44.0,37.550966,126.929835
4.3,18.0,37.488514,127.016222
4.3,47.0,37.506967,127.083673
4.3,21.0,37.523807,127.026492
4.3,28.0,37.568542,127.020827
4.3,16.0,37.5367,126.992151
4.3,68.0,37.523807,127.026492
4.3,28.0,37.500335,127.037596
4.3,26.0,37.578307,126.972872
4.3,28.0,37.531715,126.970242
4.3,23.0,37.4929,126.886427
4.3,59.0,37.523807,127.026492
4.3,75.0,37.486509,127.040738
4.3,72.0,37.542865,126.973353
4.3,13.0,37.553838,126.918765
4.3,61.0,37.54325,127.073393
4.3,52.0,37.488514,127.016222
4.3,19.0,37.506967,127.083673
4.3,51.0,37.566792,127.016839
4.3,44.0,37.563317,126.91087
4.3,90.0,37.501711,127.057851
4.3,60.0,37.512017,127.116902
4.3,10.0,37.542865,126.973353
4.3,53.0,37.523807,127.026492
4.3,50.0,37.581654,127.005083
4.3,20.0,37.482717,126.949951
4.3,63.0,37.554697,127.023412
4.3,18.0,37.524399,127.050457
4.3,36.0,37.501901,127.091876
4.3,97.0,37.571429,126.97457
4.3,53.0,37.566144,127.032921
4.3,50.0,37.513093,127.031353
4.3,10.0,37.500335,127.037596
4.3,75.0,37.582225,127.000008
4.3,49.0,37.578363,126.985575
4.3,34.0,37.531715,126.970242
4.3,26.0,37.512792,127.053085
4.3,22.0,37.524399,127.050457
4.3,18.0,37.573113,126.971819
4.3,45.0,37.571987,126.932812
4.3,32.0,37.500335,127.037596
4.3,7.0,37.557913,127.013655
4.3,33.0,37.512017,127.116902
4.3,32.0,37.496486,127.126006
4.3,22.0,37.496486,127.126006
4.3,60.0,37.564135,126.984148
4.3,22.0,37.574729,127.012062
4.3,36.0,37.586226,127.019779
4.3,10.0,37.571299,126.968815
4.3,56.0,37.524371,126.925958
4.3,38.0,37.575979,127.018802
4.3,17.0,37.537541,127.005165
4.3,45.0,37.512792,127.053085
4.3,37.0,37.565757,126.985892
4.3,34.0,37.486509,127.040738
4.3,39.0,37.544661,127.046772
4.3,70.0,37.515102,127.009083
4.3,44.0,37.494306,126.900642
4.3,25.0,37.571886,126.980676
4.3,23.0,37.548524,126.936813
4.3,46.0,37.541123,127.056125
4.3,21.0,37.564079,126.980046
4.3,19.0,37.486509,127.040738
4.3,12.0,37.549504,127.021812
4.3,16.0,37.55991,127.00256
4.3,41.0,37.537541,127.005165
4.3,38.0,37.590091,127.020053
4.3,56.0,37.524659,126.963299
4.3,23.0,37.581321,126.987016
4.3,17.0,37.539977,126.966998
4.3,17.0,37.582175,126.967275
4.3,61.0,37.537541,127.005165
4.3,54.0,37.558584,126.934113
4.3,9.0,37.531715,126.970242
4.3,43.0,37.524371,126.925958
4.3,21.0,37.515102,127.009083
4.3,12.0,37.544184,126.98511
4.3,17.0,37.513093,127.031353
4.3,17.0,37.547027,126.909029
4.3,22.0,37.484677,126.989955
4.3,13.0,37.541123,127.056125
4.3,103.0,37.524371,126.925958
4.3,40.0,37.577515,126.983939
4.3,7.0,37.524399,127.050457
4.3,5.0,37.537541,127.005165
4.3,28.0,37.577645,126.970877
4.3,24.0,37.578307,126.972872
4.3,10.0,37.524399,127.050457
4.3,39.0,37.526873,127.000917
4.3,54.0,37.558584,126.934113
4.3,34.0,37.541502,126.940443
4.3,19.0,37.5367,126.992151
4.3,16.0,37.526873,127.000917
4.3,15.0,37.501901,127.091876
4.3,23.0,37.549807,126.943177
4.3,21.0,37.580141,126.970127
4.3,26.0,37.553838,126.918765
4.3,25.0,37.510162,126.940418
4.3,34.0,37.5692,126.990527
4.3,30.0,37.486509,127.040738
4.3,28.0,37.510162,126.940418
4.3,30.0,37.579423,126.968521
4.3,14.0,37.5367,126.992151
4.3,40.0,37.488514,127.016222
4.3,37.0,37.580141,126.970127
4.3,25.0,37.547027,126.909029
4.3,39.0,37.575641,126.971177
4.3,9.0,37.572558,126.988732
4.3,30.0,37.488514,127.016222
4.3,28.0,37.544661,127.046772
4.3,56.0,37.571987,126.932812
4.3,31.0,37.557397,126.990492
4.3,20.0,37.5367,126.992151
4.3,15.0,37.549807,126.943177
4.3,20.0,37.512792,127.053085
4.3,14.0,37.570748,126.87984
4.3,12.0,37.541502,126.940443
4.3,51.0,37.50273,127.102497
4.3,53.0,37.558086,126.944504
4.3,12.0,37.590758,126.980996
4.3,31.0,37.539616,127.145914
4.3,25.0,37.512792,127.053085
4.3,17.0,37.537541,127.005165
4.3,15.0,37.492678,126.917721
4.3,29.0,37.534692,127.074327
4.3,20.0,37.496486,127.126006
4.3,7.0,37.484677,126.989955
4.3,53.0,37.547431,126.922946
4.3,18.0,37.612256,126.923141
4.3,14.0,37.580141,126.970127
4.3,13.0,37.567577,126.981026
4.3,11.0,37.484677,126.989955
4.3,30.0,37.55662,126.903976
4.3,10.0,37.568542,127.020827
4.3,41.0,37.597248,126.992899
4.3,28.0,37.513093,127.031353
4.3,22.0,37.524399,127.050457
4.3,15.0,37.55991,127.00256
4.3,36.0,37.464115,126.977754
4.3,19.0,37.537541,127.005165
4.3,12.0,37.566092,126.830395
4.3,18.0,37.566292,126.992337
4.3,28.0,37.537541,127.005165
4.3,6.0,37.523807,127.026492
4.3,38.0,37.512792,127.053085
4.3,31.0,37.541123,127.056125
4.3,18.0,37.537541,127.005165
4.3,18.0,37.500335,127.037596
4.3,11.0,37.523807,127.026492
4.3,37.0,37.547431,126.922946
4.3,21.0,37.512792,127.053085
4.3,27.0,37.563027,126.921519
4.3,25.0,37.521636,126.857957
4.3,19.0,37.605314,126.934567
4.3,17.0,37.523807,127.026492
4.3,15.0,37.523807,127.026492
4.3,24.0,37.531715,126.970242
4.3,14.0,37.517302,127.104967
4.3,6.0,37.488514,127.016222
4.3,26.0,37.571987,126.932812
